model_id,field_offset,field_width,field_class,rows_tested,repeat_stability,whisper_group_signal,message_length_signal,local_control_signal,negative_control_stability,score,confidence,reason
fm03446,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03446,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03447,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03153,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03157,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03506,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03507,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03510,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03511,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.491,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03156,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,14,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03160,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03593,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,7,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,8,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,9,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,10,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,11,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,12,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,13,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03596,15,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,0,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,1,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,2,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,3,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,4,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,5,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
fm03597,6,1,header_candidate,17,0.65,0.1,0.7,0.1,0.5,62.49,medium,"field model inferred from top framing family, authoritative message lengths, and metadata-only oracle windows"
