transform_model_id,body_model_id,oracle_id,channel,transforms_tested,exact_message_hits,best_transform,derived_on_training_occurrence,raw_outputs_local_only,confidence,reason
tm00164,bm0010,o011,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00165,bm0010,o012,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00166,bm0010,o013,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00167,bm0010,o014,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00168,bm0010,o015,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00169,bm0010,o016,group,2447,126,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00170,bm0010,o017,local,2447,284,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00171,bm0011,o001,whisper,2450,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00172,bm0011,o002,whisper,2450,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00173,bm0011,o003,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00174,bm0011,o004,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00175,bm0011,o005,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00176,bm0011,o006,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00177,bm0011,o007,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00178,bm0011,o008,whisper,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00179,bm0011,o009,group,2450,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00180,bm0011,o010,group,2450,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00181,bm0011,o011,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00182,bm0011,o012,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00183,bm0011,o013,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00184,bm0011,o014,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00185,bm0011,o015,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00186,bm0011,o016,group,2450,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00187,bm0011,o017,local,2450,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00188,bm0012,o001,whisper,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00189,bm0012,o002,whisper,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00190,bm0012,o003,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00191,bm0012,o004,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00192,bm0012,o005,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00193,bm0012,o006,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00194,bm0012,o007,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00195,bm0012,o008,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00196,bm0012,o009,group,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00197,bm0012,o010,group,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00198,bm0012,o011,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00199,bm0012,o012,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00200,bm0012,o013,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00201,bm0012,o014,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00202,bm0012,o015,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00203,bm0012,o016,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00204,bm0012,o017,local,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00205,bm0013,o001,whisper,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00206,bm0013,o002,whisper,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00207,bm0013,o003,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00208,bm0013,o004,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00209,bm0013,o005,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00210,bm0013,o006,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00211,bm0013,o007,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00212,bm0013,o008,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00213,bm0013,o009,group,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00214,bm0013,o010,group,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00215,bm0013,o011,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00216,bm0013,o012,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00217,bm0013,o013,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00218,bm0013,o014,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00219,bm0013,o015,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00220,bm0013,o016,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00221,bm0013,o017,local,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00222,bm0014,o001,whisper,2469,292,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00223,bm0014,o002,whisper,2469,292,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00224,bm0014,o003,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00225,bm0014,o004,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00226,bm0014,o005,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00227,bm0014,o006,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00228,bm0014,o007,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00229,bm0014,o008,whisper,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00230,bm0014,o009,group,2469,292,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00231,bm0014,o010,group,2469,292,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00232,bm0014,o011,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00233,bm0014,o012,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00234,bm0014,o013,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00235,bm0014,o014,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00236,bm0014,o015,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00237,bm0014,o016,group,2469,130,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00238,bm0014,o017,local,2469,292,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00239,bm0015,o001,whisper,2463,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00240,bm0015,o002,whisper,2463,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00241,bm0015,o003,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00242,bm0015,o004,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00243,bm0015,o005,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00244,bm0015,o006,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00245,bm0015,o007,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00246,bm0015,o008,whisper,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00247,bm0015,o009,group,2463,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00248,bm0015,o010,group,2463,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00249,bm0015,o011,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00250,bm0015,o012,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00251,bm0015,o013,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00252,bm0015,o014,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00253,bm0015,o015,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00254,bm0015,o016,group,2463,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00255,bm0015,o017,local,2463,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00256,bm0016,o001,whisper,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00257,bm0016,o002,whisper,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00258,bm0016,o003,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00259,bm0016,o004,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00260,bm0016,o005,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00261,bm0016,o006,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00262,bm0016,o007,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00263,bm0016,o008,whisper,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00264,bm0016,o009,group,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00265,bm0016,o010,group,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00266,bm0016,o011,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00267,bm0016,o012,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00268,bm0016,o013,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00269,bm0016,o014,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00270,bm0016,o015,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00271,bm0016,o016,group,2445,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00272,bm0016,o017,local,2445,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00273,bm0017,o001,whisper,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00274,bm0017,o002,whisper,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00275,bm0017,o003,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00276,bm0017,o004,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00277,bm0017,o005,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00278,bm0017,o006,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00279,bm0017,o007,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00280,bm0017,o008,whisper,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00281,bm0017,o009,group,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00282,bm0017,o010,group,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00283,bm0017,o011,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00284,bm0017,o012,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00285,bm0017,o013,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00286,bm0017,o014,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00287,bm0017,o015,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00288,bm0017,o016,group,2457,131,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00289,bm0017,o017,local,2457,293,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00290,bm0018,o001,whisper,2474,296,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00291,bm0018,o002,whisper,2474,296,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00292,bm0018,o003,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00293,bm0018,o004,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00294,bm0018,o005,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00295,bm0018,o006,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00296,bm0018,o007,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00297,bm0018,o008,whisper,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00298,bm0018,o009,group,2474,296,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00299,bm0018,o010,group,2474,296,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00300,bm0018,o011,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00301,bm0018,o012,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00302,bm0018,o013,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00303,bm0018,o014,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00304,bm0018,o015,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00305,bm0018,o016,group,2474,132,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00306,bm0018,o017,local,2474,296,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00307,bm0019,o001,whisper,2458,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00308,bm0019,o002,whisper,2458,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00309,bm0019,o003,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00310,bm0019,o004,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00311,bm0019,o005,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00312,bm0019,o006,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00313,bm0019,o007,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00314,bm0019,o008,whisper,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00315,bm0019,o009,group,2458,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00316,bm0019,o010,group,2458,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00317,bm0019,o011,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00318,bm0019,o012,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00319,bm0019,o013,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00320,bm0019,o014,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00321,bm0019,o015,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00322,bm0019,o016,group,2458,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00323,bm0019,o017,local,2458,289,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00324,bm0020,o001,whisper,2457,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00325,bm0020,o002,whisper,2457,290,xor_derived_k32;xor_derived_k32;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00326,bm0020,o003,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
tm00327,bm0020,o004,whisper,2457,129,xor_derived_k64;xor_derived_k64;xor_derived_k64,true,true,high,bounded transform grid over extracted candidate bodies; raw bodies/transforms not committed
