model_id,oracle_id,channel,window_model,candidate_frames,packet_count,total_bytes,boundary_confidence,reason
fm03218,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03218,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03219,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03222,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03223,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03612,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03616,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03217,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03221,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03220,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03224,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03609,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o010,group,exact_second_or_pm1_5_fallback,762,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o011,group,exact_second_or_pm1_5_fallback,774,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o012,group,exact_second_or_pm1_5_fallback,810,1,103,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o013,group,exact_second_or_pm1_5_fallback,834,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o014,group,exact_second_or_pm1_5_fallback,838,1,119,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o015,group,exact_second_or_pm1_5_fallback,846,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o016,group,exact_second_or_pm1_5_fallback,850,1,135,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03613,o017,local,exact_second_or_pm1_5_fallback,872,1,63,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o001,whisper,exact_second_or_pm1_5_fallback,435,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o002,whisper,exact_second_or_pm1_5_fallback,460,1,85,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o003,whisper,exact_second_or_pm1_5_fallback,498;500;502,3,162,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o004,whisper,exact_second_or_pm1_5_fallback,527;529;531,3,137,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o005,whisper,exact_second_or_pm1_5_fallback,619,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o006,whisper,exact_second_or_pm1_5_fallback,637,1,117,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o007,whisper,exact_second_or_pm1_5_fallback,698;700;702,3,169,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o008,whisper,exact_second_or_pm1_5_fallback,716,1,133,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
fm03154,o009,group,exact_second_or_pm1_5_fallback,750,1,87,medium,top frame model mapped to authoritative oracle windows by packet/time boundary metadata
