handler_index,handler_va,occurrence_count,classification,notes
196,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
197,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
198,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
199,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
200,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
201,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
202,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
203,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
204,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
205,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
206,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
207,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
208,0x0000000011B5932F,4,reported_by_antigravity_notes_not_table_verified,"Address appears in Antigravity notes for opcode group 132,160,208,235; table CSV is missing."
209,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
210,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
211,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
212,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
213,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
214,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
215,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
216,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
217,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
218,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
219,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
220,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
221,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
222,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
223,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
224,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
225,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
226,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
227,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
228,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
229,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
230,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
231,0x0000000011B57796,7,reported_by_antigravity_notes_not_table_verified,"Address appears in Antigravity notes for opcode group 71,113,120,157,187,231,247; table CSV is missing."
232,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
233,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
234,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
235,0x0000000011B5932F,4,reported_by_antigravity_notes_not_table_verified,"Address appears in Antigravity notes for opcode group 132,160,208,235; table CSV is missing."
236,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
237,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
238,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
239,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
240,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
241,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
242,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
243,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
244,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
245,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
246,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
247,0x0000000011B57796,7,reported_by_antigravity_notes_not_table_verified,"Address appears in Antigravity notes for opcode group 71,113,120,157,187,231,247; table CSV is missing."
248,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
249,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
250,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
251,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
252,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
253,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
254,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
255,,,unverified_missing_generated_table,"EA_VM_TargetDumpJava has a 256-iteration table dumper, but pass8b_handler_table_from_ghidra.csv is not present locally."
