model_id,visible_length,oracle_count,candidate_length_field_offset,candidate_length_width,length_signal_score,confidence,reason
fm03510,36,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03510,43,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03510,44,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03510,51,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03510,52,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,27,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,28,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,35,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,36,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,43,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,44,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,51,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03511,52,2,11,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,27,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,28,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,35,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,36,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,43,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,44,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,51,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03156,52,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,27,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,28,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,35,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,36,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,43,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,44,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,51,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03160,52,2,0,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,27,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,28,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,35,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,36,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,43,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,44,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,51,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03593,52,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,27,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,28,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,35,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,36,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,43,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,44,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,51,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03596,52,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,27,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,28,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,35,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,36,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,43,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,44,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,51,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03597,52,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,27,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,28,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,35,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,36,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,43,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,44,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,51,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03600,52,2,14,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,27,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,28,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,35,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,36,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,43,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,44,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,51,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03538,52,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,27,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,28,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,35,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,36,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,43,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,44,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,51,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
fm03539,52,2,12,1,0.837,medium,visible length ladder compared to candidate length field family without publishing bytes
