body_model_id,frame_model_id,body_start,trailer_len,frames_sampled,mean_entropy,repeat_stability,channel_pair_signal,length_ladder_consistency,score,survives,confidence,reason
bm0001,fm03410,14,0,200,5.704,unknown_pending_transform,metadata_only,metadata_only,18.26,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0184,fm03416,15,4,190,5.765,unknown_pending_transform,metadata_only,metadata_only,17.616,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0185,fm03416,15,8,188,5.604,unknown_pending_transform,metadata_only,metadata_only,18.353,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0186,fm03416,16,0,198,5.609,unknown_pending_transform,metadata_only,metadata_only,18.667,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0187,fm03416,16,1,197,5.547,unknown_pending_transform,metadata_only,metadata_only,18.943,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0188,fm03416,16,2,194,5.457,unknown_pending_transform,metadata_only,metadata_only,19.291,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0189,fm03416,16,4,190,5.729,unknown_pending_transform,metadata_only,metadata_only,17.796,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0190,fm03416,16,8,184,5.696,unknown_pending_transform,metadata_only,metadata_only,17.757,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0191,fm03416,17,0,197,5.547,unknown_pending_transform,metadata_only,metadata_only,18.943,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0192,fm03416,17,1,194,5.459,unknown_pending_transform,metadata_only,metadata_only,19.281,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0193,fm03416,17,2,190,5.764,unknown_pending_transform,metadata_only,metadata_only,17.621,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0194,fm03416,17,4,190,5.692,unknown_pending_transform,metadata_only,metadata_only,17.981,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0195,fm03416,17,8,184,5.66,unknown_pending_transform,metadata_only,metadata_only,17.937,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0196,fm03416,18,0,194,5.458,unknown_pending_transform,metadata_only,metadata_only,19.286,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0197,fm03416,18,1,190,5.765,unknown_pending_transform,metadata_only,metadata_only,17.616,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0198,fm03416,18,2,190,5.729,unknown_pending_transform,metadata_only,metadata_only,17.796,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0199,fm03416,18,4,189,5.649,unknown_pending_transform,metadata_only,metadata_only,18.162,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0200,fm03416,18,8,184,5.619,unknown_pending_transform,metadata_only,metadata_only,18.142,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0201,fm03594,14,0,200,5.703,unknown_pending_transform,metadata_only,metadata_only,18.265,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0202,fm03594,14,1,200,5.659,unknown_pending_transform,metadata_only,metadata_only,18.485,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0203,fm03594,14,2,198,5.61,unknown_pending_transform,metadata_only,metadata_only,18.662,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0204,fm03594,14,4,194,5.46,unknown_pending_transform,metadata_only,metadata_only,19.276,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0205,fm03594,14,8,189,5.665,unknown_pending_transform,metadata_only,metadata_only,18.082,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0206,fm03594,15,0,200,5.661,unknown_pending_transform,metadata_only,metadata_only,18.475,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0207,fm03594,15,1,198,5.611,unknown_pending_transform,metadata_only,metadata_only,18.657,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0208,fm03594,15,2,197,5.55,unknown_pending_transform,metadata_only,metadata_only,18.928,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0209,fm03594,15,4,190,5.771,unknown_pending_transform,metadata_only,metadata_only,17.586,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0210,fm03594,15,8,188,5.612,unknown_pending_transform,metadata_only,metadata_only,18.313,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0211,fm03594,16,0,198,5.608,unknown_pending_transform,metadata_only,metadata_only,18.672,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0212,fm03594,16,1,197,5.546,unknown_pending_transform,metadata_only,metadata_only,18.948,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0213,fm03594,16,2,194,5.459,unknown_pending_transform,metadata_only,metadata_only,19.281,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0214,fm03594,16,4,190,5.734,unknown_pending_transform,metadata_only,metadata_only,17.771,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0215,fm03594,16,8,184,5.703,unknown_pending_transform,metadata_only,metadata_only,17.722,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0216,fm03594,17,0,197,5.548,unknown_pending_transform,metadata_only,metadata_only,18.938,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0217,fm03594,17,1,194,5.459,unknown_pending_transform,metadata_only,metadata_only,19.281,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0218,fm03594,17,2,190,5.768,unknown_pending_transform,metadata_only,metadata_only,17.601,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0219,fm03594,17,4,190,5.699,unknown_pending_transform,metadata_only,metadata_only,17.946,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0220,fm03594,17,8,184,5.667,unknown_pending_transform,metadata_only,metadata_only,17.902,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0221,fm03594,18,0,194,5.458,unknown_pending_transform,metadata_only,metadata_only,19.286,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0222,fm03594,18,1,190,5.764,unknown_pending_transform,metadata_only,metadata_only,17.621,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0223,fm03594,18,2,190,5.732,unknown_pending_transform,metadata_only,metadata_only,17.781,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0224,fm03594,18,4,189,5.655,unknown_pending_transform,metadata_only,metadata_only,18.132,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0225,fm03594,18,8,184,5.624,unknown_pending_transform,metadata_only,metadata_only,18.117,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0226,fm03595,14,0,200,5.703,unknown_pending_transform,metadata_only,metadata_only,18.265,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0227,fm03595,14,1,200,5.659,unknown_pending_transform,metadata_only,metadata_only,18.485,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0228,fm03595,14,2,198,5.61,unknown_pending_transform,metadata_only,metadata_only,18.662,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0229,fm03595,14,4,194,5.46,unknown_pending_transform,metadata_only,metadata_only,19.276,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0230,fm03595,14,8,189,5.665,unknown_pending_transform,metadata_only,metadata_only,18.082,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0231,fm03595,15,0,200,5.661,unknown_pending_transform,metadata_only,metadata_only,18.475,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0232,fm03595,15,1,198,5.611,unknown_pending_transform,metadata_only,metadata_only,18.657,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0233,fm03595,15,2,197,5.55,unknown_pending_transform,metadata_only,metadata_only,18.928,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0234,fm03595,15,4,190,5.771,unknown_pending_transform,metadata_only,metadata_only,17.586,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0235,fm03595,15,8,188,5.612,unknown_pending_transform,metadata_only,metadata_only,18.313,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0236,fm03595,16,0,198,5.608,unknown_pending_transform,metadata_only,metadata_only,18.672,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0237,fm03595,16,1,197,5.546,unknown_pending_transform,metadata_only,metadata_only,18.948,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0238,fm03595,16,2,194,5.459,unknown_pending_transform,metadata_only,metadata_only,19.281,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0239,fm03595,16,4,190,5.734,unknown_pending_transform,metadata_only,metadata_only,17.771,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0240,fm03595,16,8,184,5.703,unknown_pending_transform,metadata_only,metadata_only,17.722,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0241,fm03595,17,0,197,5.548,unknown_pending_transform,metadata_only,metadata_only,18.938,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0242,fm03595,17,1,194,5.459,unknown_pending_transform,metadata_only,metadata_only,19.281,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0243,fm03595,17,2,190,5.768,unknown_pending_transform,metadata_only,metadata_only,17.601,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0244,fm03595,17,4,190,5.699,unknown_pending_transform,metadata_only,metadata_only,17.946,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0245,fm03595,17,8,184,5.667,unknown_pending_transform,metadata_only,metadata_only,17.902,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0246,fm03595,18,0,194,5.458,unknown_pending_transform,metadata_only,metadata_only,19.286,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0247,fm03595,18,1,190,5.764,unknown_pending_transform,metadata_only,metadata_only,17.621,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0248,fm03595,18,2,190,5.732,unknown_pending_transform,metadata_only,metadata_only,17.781,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0249,fm03595,18,4,189,5.655,unknown_pending_transform,metadata_only,metadata_only,18.132,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
bm0250,fm03595,18,8,184,5.624,unknown_pending_transform,metadata_only,metadata_only,18.117,true,medium,bounded body boundary grid around header/length candidates; score is evidence only
