model_id,header_size,length_field_offset,length_width,endianness,length_convention_set,fixed_adjustment_range,alignment_model,models_represented,stream_consumed_pct,invalid_spans,frames_parsed,median_frame_size,global_score,confidence,reason
fm01846,12,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1142,118,83.274,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01847,12,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1142,118,83.274,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01044,10,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1140,120,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01048,10,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1140,120,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01812,12,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1144,119,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01816,12,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1144,119,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01841,12,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1142,118,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01845,12,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1142,118,83.273,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01713,12,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01714,12,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01715,12,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01717,12,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01718,12,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01719,12,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1143,119,83.272,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01945,12,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,7,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01946,12,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01947,12,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01949,12,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,7,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01950,12,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01951,12,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1140,118,83.271,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01844,12,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1141,118,83.27,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01848,12,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1141,118,83.27,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01716,12,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1142,119,83.269,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01720,12,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1142,119,83.269,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01043,10,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1141,120,83.268,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01047,10,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1141,120,83.268,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01948,12,11,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1139,118,83.268,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01952,12,11,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,5,1139,118,83.268,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01985,13,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,8,1120,126,83.265,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01986,13,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1120,126,83.265,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01989,13,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,8,1120,126,83.265,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01990,13,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1120,126,83.265,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01617,12,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,119,83.263,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01621,12,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,119,83.263,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01170,10,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1144,121,83.261,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01174,10,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1144,121,83.261,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02275,13,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1119,126,83.26,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02276,13,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9999,1,1119,126,83.26,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02279,13,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1119,126,83.26,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02280,13,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9999,1,1119,126,83.26,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01106,10,2,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,3,1143,121,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01110,10,2,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,3,1143,121,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01618,12,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1144,119,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01619,12,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1144,119,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01622,12,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1144,119,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01623,12,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1144,119,83.255,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01169,10,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1145,120,83.254,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01173,10,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1145,120,83.254,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01620,12,0,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,119,83.254,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01624,12,0,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,119,83.254,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01074,10,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,3,1136,120,83.252,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01078,10,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,3,1136,120,83.252,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02273,13,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9998,17,1119,126,83.251,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02274,13,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9998,9,1119,126,83.251,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02277,13,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9998,17,1119,126,83.251,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm02278,13,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9998,9,1119,126,83.251,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01745,12,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01746,12,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01747,12,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01749,12,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01750,12,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01751,12,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1152,118,83.248,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01105,10,2,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,120,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01109,10,2,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,120,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01171,10,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1145,120,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01175,10,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1145,120,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01987,13,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,5,1121,126,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01991,13,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,5,1121,126,83.247,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01172,10,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1144,120,83.245,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01176,10,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1144,120,83.245,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01748,12,4,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1151,118,83.245,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01752,12,4,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1151,118,83.245,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01073,10,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1137,120,83.243,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01076,10,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1136,120,83.243,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01077,10,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1137,120,83.243,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01080,10,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,4,1136,120,83.243,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01107,10,2,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1144,120,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01111,10,2,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1144,120,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01138,10,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1137,120,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01142,10,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,4,1137,120,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01202,10,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,5,1143,121,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01206,10,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,5,1143,121,83.242,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01108,10,2,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,121,83.239,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01112,10,2,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,121,83.239,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01075,10,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1137,120,83.238,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01079,10,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1137,120,83.238,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01988,13,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,3,1121,126,83.238,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01992,13,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9998,3,1121,126,83.238,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01201,10,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,120,83.235,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01205,10,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1144,120,83.235,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01234,10,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,5,1145,120,83.235,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01238,10,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,5,1145,120,83.235,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01137,10,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1138,120,83.234,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01141,10,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1138,120,83.234,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01266,10,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1144,120,83.234,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01270,10,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1144,120,83.234,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01649,12,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1153,118,83.23,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01653,12,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,3,1153,118,83.23,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01139,10,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1138,120,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01143,10,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,1,1138,120,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01650,12,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1153,118,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01651,12,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1153,118,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01654,12,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1153,118,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01655,12,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1153,118,83.229,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01203,10,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1144,120,83.228,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01207,10,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1144,120,83.228,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01233,10,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1146,120,83.228,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01237,10,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1146,120,83.228,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01652,12,1,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1152,118,83.227,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01656,12,1,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1152,118,83.227,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01140,10,3,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1137,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01144,10,3,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1137,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01204,10,5,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01208,10,5,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_8,231,0.9997,4,1143,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01265,10,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1145,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01269,10,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,1.0,3,1145,120,83.226,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01930,12,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1152,118,83.223,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01931,12,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1152,118,83.223,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01934,12,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_2,231,0.9999,6,1152,118,83.223,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01935,12,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,3,1152,118,83.223,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01929,12,10,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,6,1152,118,83.222,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01933,12,10,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_1,231,0.9999,6,1152,118,83.222,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01235,10,6,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1146,120,83.221,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01239,10,6,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1146,120,83.221,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01267,10,7,1,little,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1145,120,83.22,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
fm01271,10,7,1,big,total|body|minus_header|adjusted|bytes|u16_units|includes_field,-16..16,continuous_step_4,231,0.9999,2,1145,120,83.22,medium,compact row represents complete convention/adjustment subgrid; scored against world S2C stream without writing bytes
