match_id,combined_model_id,oracle_id,channel,representation,frame_count,exact_message_match,exact_sender_match,exact_channel_match,repeat_validated,negative_control_conflicts,local_detail_path,confidence,reason
km00001,cm001,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00238,cm014,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00239,cm015,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00240,cm015,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00241,cm015,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00242,cm015,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00243,cm015,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00244,cm015,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00245,cm015,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00246,cm015,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00247,cm015,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00248,cm015,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00249,cm015,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00250,cm015,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00251,cm015,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00252,cm015,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00253,cm015,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00254,cm015,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00255,cm015,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00256,cm016,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00257,cm016,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00258,cm016,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00259,cm016,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00260,cm016,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00261,cm016,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00262,cm016,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00263,cm016,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00264,cm016,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00265,cm016,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00266,cm016,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00267,cm016,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00268,cm016,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00269,cm016,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00270,cm016,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00271,cm016,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00272,cm016,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00273,cm017,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00274,cm017,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00275,cm017,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00276,cm017,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00277,cm017,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00278,cm017,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00279,cm017,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00280,cm017,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00281,cm017,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00282,cm017,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00283,cm017,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00284,cm017,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00285,cm017,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00286,cm017,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00287,cm017,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00288,cm017,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00289,cm017,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00290,cm018,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00291,cm018,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00292,cm018,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00293,cm018,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00294,cm018,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00295,cm018,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00296,cm018,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00297,cm018,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00298,cm018,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00299,cm018,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00300,cm018,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00301,cm018,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00302,cm018,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00303,cm018,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00304,cm018,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00305,cm018,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00306,cm018,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00307,cm019,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00308,cm019,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00309,cm019,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00310,cm019,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00311,cm019,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00312,cm019,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00313,cm019,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00314,cm019,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00315,cm019,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00316,cm019,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00317,cm019,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00318,cm019,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00319,cm019,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00320,cm019,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00321,cm019,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00322,cm019,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00323,cm019,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00324,cm020,o001,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00325,cm020,o002,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00326,cm020,o003,whisper,none,5,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00327,cm020,o004,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00328,cm020,o005,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00329,cm020,o006,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00330,cm020,o007,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00331,cm020,o008,whisper,none,4,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00332,cm020,o009,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00333,cm020,o010,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00334,cm020,o011,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00335,cm020,o012,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00336,cm020,o013,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00337,cm020,o014,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00338,cm020,o015,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00339,cm020,o016,group,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
km00340,cm020,o017,local,none,1,false,false,false,false,34,,low,deterministic representation tests on structurally viable candidate windows; no bytes committed
