source_file,location,hit_type,term,short_context,classification
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,14,context_layout_candidate,packet,| CM_CHAT packets seen | 11 |,possible packet context reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,46,string_reference,C2S,| `tools/pass617_sonnet_c2s_chat_extractor/euroaion_c2s_chat_extractor.py` | Core extractor library |,search term reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,47,string_reference,C2S,| `tools/pass617_sonnet_c2s_chat_extractor/run_extract_chat.py` | CLI runner with timeline output and KXSEQ oracle |,search term reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,48,string_reference,C2S,| `tools/pass617_sonnet_c2s_chat_extractor/README.md` | Usage and architecture docs |,search term reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,50,string_reference,C2S,| `artifacts/pass617_sonnet_c2s_chat_extractor_summary.md` | This file |,search term reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,51,string_reference,C2S,| `artifacts/pass617_sonnet_c2s_chat_extractor_decision.json` | Machine-readable decision |,search term reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,61,direction_split_candidate,S2C,- S2C not attempted.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\artifacts\pass617_sonnet_c2s_chat_extractor_summary.md,67,direction_split_candidate,S2C,"- S2C stream decoding (independent key schedule, not yet solved).",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,1,direction_split_candidate,S2C,# Codex Report - Pass620 S2C Key Setup Static Trace,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,3,direction_split_candidate,S2C,- S2C initial key found: false,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,5,direction_split_candidate,S2C,- Evidence: S2C initial key is session-derived from encrypted world-server handshake seed,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,5,seed_derivation_candidate,handshake,- Evidence: S2C initial key is session-derived from encrypted world-server handshake seed,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,5,packet_setup_candidate,encrypt,- Evidence: S2C initial key is session-derived from encrypted world-server handshake seed,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,6,direction_split_candidate,S2C,"- C2S/S2C context split found: false, only implied by shared transform plus independent initial key state",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,6,string_reference,C2S,"- C2S/S2C context split found: false, only implied by shared transform plus independent initial key state",search term reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,6,context_layout_candidate,context,"- C2S/S2C context split found: false, only implied by shared transform plus independent initial key state",possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,7,seed_derivation_candidate,handshake,- Handshake seed derivation path found: false,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,10,direction_split_candidate,S2C,- S2C decoder success: false,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,10,string_reference,decode,- S2C decoder success: false,search term reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,11,direction_split_candidate,S2C,- Next action: targeted static trace of world/7785 receive handshake path to S2C 8-byte key state assignment,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,11,seed_derivation_candidate,handshake,- Next action: targeted static trace of world/7785 receive handshake path to S2C 8-byte key state assignment,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,11,context_layout_candidate,7785,- Next action: targeted static trace of world/7785 receive handshake path to S2C 8-byte key state assignment,possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,12,string_reference,C2S,"- Safety: no C2S tool changes, no Sonnet/Antigravity file changes, no private packet or raw binary data committed.",search term reference
C:\AionTools\aion-agent-bridge\inbox\codex_report.md,12,context_layout_candidate,packet,"- Safety: no C2S tool changes, no Sonnet/Antigravity file changes, no private packet or raw binary data committed.",possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,1,direction_split_candidate,S2C,# Sonnet Report: pass618 S2C World Stream Probe,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,3,direction_split_candidate,S2C,## Result: BLOCKED – S2C initial key not recoverable from static PCAP alone,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,9,direction_split_candidate,S2C,1. **S2C inventory**: Parsed all 163 S2C packets in the world flow (port 7785).,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,9,context_layout_candidate,packet,1. **S2C inventory**: Parsed all 163 S2C packets in the world flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,9,context_layout_candidate,7785,1. **S2C inventory**: Parsed all 163 S2C packets in the world flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,11,negative_control,4e99ca25,"2. **Checkpoint key invalidated**: `4e99ca25a16c5487` gives op=0x7A, complement FAIL on all frames.",invalidated checkpoint key reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,11,negative_control,a16c5487,"2. **Checkpoint key invalidated**: `4e99ca25a16c5487` gives op=0x7A, complement FAIL on all frames.",invalidated checkpoint key reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,17,direction_split_candidate,S2C,The S2C cipher **is the same formula as C2S**:,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,17,string_reference,C2S,The S2C cipher **is the same formula as C2S**:,search term reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,18,packet_setup_candidate,STATIC_KEY,- Same `STATIC_KEY` XOR rolling stream cipher.,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,23,direction_split_candidate,S2C,The **only missing piece** is the S2C initial key.,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,33,direction_split_candidate,S2C,1. A known-plaintext S2C oracle packet (fixed-format ping or banner string).,possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,33,context_layout_candidate,packet,1. A known-plaintext S2C oracle packet (fixed-format ping or banner string).,possible packet context reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,34,seed_derivation_candidate,handshake,2. The server handshake seed derivation path traced through `game.dll` VM handlers.,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\inbox\sonnet_report.md,39,string_reference,C2S,"- C2S tools (pass616, pass617): not modified.",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,2,string_reference,C2S,euroaion_c2s_decoder.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,2,string_reference,decode,euroaion_c2s_decoder.py,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,4,string_reference,C2S,Reusable offline C2S packet decoder for EuroAion (Aion 4.x) world connections.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,4,context_layout_candidate,packet,Reusable offline C2S packet decoder for EuroAion (Aion 4.x) world connections.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,4,string_reference,decode,Reusable offline C2S packet decoder for EuroAion (Aion 4.x) world connections.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,7,string_reference,C2S,- Decodes the C2S side of the world TCP flow (port 7785).,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,7,string_reference,decode,- Decodes the C2S side of the world TCP flow (port 7785).,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,7,context_layout_candidate,7785,- Decodes the C2S side of the world TCP flow (port 7785).,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,8,string_reference,C2S,- Rolls the C2S key sequentially across all packets.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,8,context_layout_candidate,packet,- Rolls the C2S key sequentially across all packets.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,9,context_layout_candidate,packet,- Extracts UTF-16LE chat text from CM_CHAT packets.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,10,direction_split_candidate,S2C,"- Does NOT touch S2C stream (independent key, future work).",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,23,string_reference,decode,"Body decode (stream cipher, applied left-to-right):",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,25,packet_setup_candidate,STATIC_KEY,out[i]   = in[i] ^ STATIC_KEY[i & 63] ^ key[i & 7] ^ in[i-1]   for i >= 1,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,33,string_reference,decode,raw_byte0 = first decoded byte,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,46,packet_setup_candidate,STATIC_KEY,"STATIC_KEY = b""nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9""",possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,46,string_reference,nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9,"STATIC_KEY = b""nKO/WctQ0AVLbpzfBkS6NevDYT8ourG5CRlmdjyJ72aswx4EPq1UgZhFMXH?3iI9""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,49,context_layout_candidate,7785,WORLD_PORT = 7785,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,51,string_reference,C2S,# Verified anchor: first C2S packet after world handshake,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,51,seed_derivation_candidate,handshake,# Verified anchor: first C2S packet after world handshake,possible handshake/seed setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,51,context_layout_candidate,packet,# Verified anchor: first C2S packet after world handshake,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,53,negative_control,a16c5487,"ANCHOR_KEY_HEX  = ""eb4e8ec8a16c5487""",invalidated checkpoint key reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,63,string_reference,decode,# CM_CHAT decoded opcode value,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,101,string_reference,decode,"def decode_body(body: bytes, key: bytearray) -> bytes:",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,103,context_layout_candidate,packet,Apply the EuroAion rolling-XOR stream cipher to a packet body.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,104,packet_setup_candidate,STATIC_KEY,Key is 8 bytes (little-endian int64).  STATIC_KEY is global.,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,113,packet_setup_candidate,STATIC_KEY,raw[i]  = (cur ^ STATIC_KEY[i & 63] ^ key[i & 7] ^ prev) & 0xFF,possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,120,string_reference,decode,def decode_opcode(decoded_byte0: int) -> int:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,121,string_reference,decode,op = (decoded_byte0 ^ 0xEE) - 0xAE,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,132,context_layout_candidate,packet,"""""""Yield (packet_no, linktype, raw_packet_bytes) for every captured packet.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,168,context_layout_candidate,packet,"""""""Return TCP info dict or None if packet is not TCP/IPv4.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,213,string_reference,C2S,"return ""C2S""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,215,direction_split_candidate,S2C,"return ""S2C""",possible S2C/recv path reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,221,string_reference,C2S,"def extract_world_c2s_packets(pcap_path: Path, anchor_frame: int = ANCHOR_FRAME) -> list[dict]:",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,221,context_layout_candidate,packet,"def extract_world_c2s_packets(pcap_path: Path, anchor_frame: int = ANCHOR_FRAME) -> list[dict]:",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,224,string_reference,C2S,and return sorted list of C2S packets from anchor_frame onward.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,224,context_layout_candidate,packet,and return sorted list of C2S packets from anchor_frame onward.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,227,context_layout_candidate,packet,"packet_no, direction, payload (bytes, includes 2-byte masked length prefix)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,237,context_layout_candidate,packet,"""packet_no"": pkt_no,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,244,context_layout_candidate,packet,"anchor = next((r for r in all_rows if r[""packet_no""] == anchor_frame), None)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,250,string_reference,C2S,c2s = [,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,253,string_reference,C2S,"and r[""direction""] == ""C2S""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,254,context_layout_candidate,packet,"and r[""packet_no""] >= anchor_frame",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,257,string_reference,C2S,"return sorted(c2s, key=lambda r: r[""packet_no""])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,257,context_layout_candidate,packet,"return sorted(c2s, key=lambda r: r[""packet_no""])",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,266,string_reference,decode,"prev_decoded: bytes | None,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,269,string_reference,C2S,"Given the current C2S key, and the *next* packet's body bytes,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,269,context_layout_candidate,packet,"Given the current C2S key, and the *next* packet's body bytes,",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,272,string_reference,decode,"2. VM roll:     key_lo32 += rol32(VA, s)*A + B  for VA in .aion1 or in prev_decoded",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,275,string_reference,decode,that also decodes to a sane opcode (< 0x80).,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,281,string_reference,decode,if prev_decoded:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,282,string_reference,decode,for i in range(len(prev_decoded) - 3):,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,283,string_reference,decode,"payload_vas.append(struct.unpack_from(""<I"", prev_decoded, i)[0])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,284,string_reference,decode,"payload_vas.append(struct.unpack_from("">I"", prev_decoded, i)[0])",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,291,packet_setup_candidate,STATIC_KEY,k1   = next_body[1] ^ STATIC_KEY[1] ^ 0x86 ^ next_body[0],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,292,packet_setup_candidate,STATIC_KEY,k2   = next_body[2] ^ STATIC_KEY[2] ^ dec2 ^ next_body[1],possible cipher/key setup reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,321,string_reference,decode,"dec  = decode_body(next_body, bytearray(cand))",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,322,string_reference,decode,op   = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,329,string_reference,decode,# ── main decode API ───────────────────────────────────────────────────────────,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,331,context_layout_candidate,packet,class DecodedPacket:,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,331,string_reference,decode,class DecodedPacket:,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,332,string_reference,C2S,"""""""Result of decoding one C2S packet.""""""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,332,context_layout_candidate,packet,"""""""Result of decoding one C2S packet.""""""",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,335,string_reference,decode,"""update_type"", ""chat_text"", ""decoded""",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,342,string_reference,decode,"decoded: bytes,",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,347,string_reference,decode,self.decoded       = decoded,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,348,string_reference,decode,self.opcode        = decode_opcode(decoded[0]) if decoded else -1,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,349,string_reference,decode,self.complement_ok = complement_valid(decoded),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,351,string_reference,decode,self.chat_text     = self._extract_chat(decoded),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,357,string_reference,decode,op = decode_opcode(dec[0]),search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,364,string_reference,decode,"text = raw.decode(""utf-16le"", errors=""replace"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,371,context_layout_candidate,packet,"f""<DecodedPacket frame={self.frame} op=0x{self.opcode:02X} """,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,371,string_reference,decode,"f""<DecodedPacket frame={self.frame} op=0x{self.opcode:02X} """,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,376,string_reference,C2S,def decode_c2s_stream(,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,376,string_reference,decode,def decode_c2s_stream(,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,381,context_layout_candidate,packet,") -> tuple[list[DecodedPacket], int | None]:",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,381,string_reference,decode,") -> tuple[list[DecodedPacket], int | None]:",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,383,string_reference,C2S,Decode all C2S packets from anchor_frame to EOF.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,383,context_layout_candidate,packet,Decode all C2S packets from anchor_frame to EOF.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,383,string_reference,decode,Decode all C2S packets from anchor_frame to EOF.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,386,context_layout_candidate,packet,"(decoded_packets, first_divergence_frame)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,386,string_reference,decode,"(decoded_packets, first_divergence_frame)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,387,context_layout_candidate,packet,first_divergence_frame is None if all packets decoded without ambiguity.,possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,387,string_reference,decode,first_divergence_frame is None if all packets decoded without ambiguity.,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,389,string_reference,C2S,"pkts = extract_world_c2s_packets(pcap_path, anchor_frame)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,389,context_layout_candidate,packet,"pkts = extract_world_c2s_packets(pcap_path, anchor_frame)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,393,string_reference,decode,"# State: list of (key, prev_decoded, log_list)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,400,context_layout_candidate,packet,results_per_path: list[list[DecodedPacket]] = [[]],possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,400,string_reference,decode,results_per_path: list[list[DecodedPacket]] = [[]],search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,405,context_layout_candidate,packet,"frame     = pkt[""packet_no""]",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,411,context_layout_candidate,packet,"# Anchor packet: decode with anchor key, no roll needed",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,411,string_reference,decode,"# Anchor packet: decode with anchor key, no roll needed",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,413,string_reference,decode,"dec       = decode_body(body, key)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,414,context_layout_candidate,packet,"dp        = DecodedPacket(frame, key, dec, ""Anchor"")",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,414,string_reference,decode,"dp        = DecodedPacket(frame, key, dec, ""Anchor"")",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,423,context_layout_candidate,packet,new_results:     list[list[DecodedPacket]] = [],possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,423,string_reference,decode,new_results:     list[list[DecodedPacket]] = [],search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,428,string_reference,decode,"dec = decode_body(body, cand_key)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,429,context_layout_candidate,packet,"dp  = DecodedPacket(frame, cand_key, dec, tag)",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,429,string_reference,decode,"dp  = DecodedPacket(frame, cand_key, dec, tag)",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\euroaion_c2s_decoder.py,446,string_reference,decode,# All surviving paths agree on the decoded text for KXSEQ frames,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,1,string_reference,C2S,# pass616 – EuroAion Reusable C2S Decoder,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,1,string_reference,decode,# pass616 – EuroAion Reusable C2S Decoder,search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,3,string_reference,C2S,"Offline, static-analysis-only C2S packet decoder for EuroAion (Aion 4.x) world TCP connections.",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,3,context_layout_candidate,packet,"Offline, static-analysis-only C2S packet decoder for EuroAion (Aion 4.x) world TCP connections.",possible packet context reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,3,string_reference,decode,"Offline, static-analysis-only C2S packet decoder for EuroAion (Aion 4.x) world TCP connections.",search term reference
C:\AionTools\aion-agent-bridge\tools\pass616_sonnet_c2s_decoder\README.md,13,string_reference,C2S,"| `euroaion_c2s_decoder.py` | Core decoder library – PCAP parsing, stream cipher, key rolling |",search term reference
